min_bars,min_area_pct,min_depth_pct,trades,win_rate,avg_ret_pct,median_ret_pct,avg_win_pct,avg_loss_pct,profit_factor,total_return_pct,max_dd_pct,avg_bars_held,days,trades_per_day
8,0.05,0.06,67,0.4626865671641791,0.04477200288838245,-0.06681446483735692,1.2815022801619655,-1.0201901803194247,1.0816766066265981,2.322620929314323,-13.883576457430348,32.582089552238806,14,4.785714285714286
5,0.4,0.06,63,0.4444444444444444,-0.03125734313787793,-0.09858374943259689,1.3066352665726215,-1.1015714309062772,0.9489245853063824,-2.6576558291447228,-18.075060401014596,35.111111111111114,14,4.5
3,0.4,0.06,63,0.4444444444444444,-0.03125734313787793,-0.09858374943259689,1.3066352665726215,-1.1015714309062772,0.9489245853063824,-2.6576558291447228,-18.075060401014596,35.111111111111114,14,4.5
4,0.4,0.06,63,0.4444444444444444,-0.03125734313787793,-0.09858374943259689,1.3066352665726215,-1.1015714309062772,0.9489245853063824,-2.6576558291447228,-18.075060401014596,35.111111111111114,14,4.5
6,0.4,0.06,63,0.4444444444444444,-0.03125734313787793,-0.09858374943259689,1.3066352665726215,-1.1015714309062772,0.9489245853063824,-2.6576558291447228,-18.075060401014596,35.111111111111114,14,4.5
8,0.4,0.06,63,0.4444444444444444,-0.03125734313787793,-0.09858374943259689,1.3066352665726215,-1.1015714309062772,0.9489245853063824,-2.6576558291447228,-18.075060401014596,35.111111111111114,14,4.5
3,0.4,0.04,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
3,0.4,0.02,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
5,0.4,0.04,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
5,0.4,0.02,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
4,0.4,0.04,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
4,0.4,0.02,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
6,0.4,0.04,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
6,0.4,0.02,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
8,0.4,0.04,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
8,0.4,0.02,64,0.4375,-0.03583798729246421,-0.11226815453708287,1.253187326091128,-1.0384132310352576,0.9386448713241968,-2.9341057165084172,-18.307725234775575,33.53125,14,4.571428571428571
