datetime,open,high,low,close,volume,dif,dea,hist,hist_pct,run_sign,run_bars,run_area,run_depth,prev_sign,prev_bars,prev_area,prev_depth,cross_up,cross_dn,neg_ok,pos_ok,buy_sig,sell_sig,neg_cluster_end,pos_cluster_end,in_session,entry_ok,eod,equity
2025-10-02,42.546,44.523,42.239,44.282,790884,0.584372579930502,0.5571586715242379,0.02721390840626403,0.061455915284458776,1,10,4.977349961046943,0.8269620416766009,1,9,4.915894045762484,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-03,44.16,44.455,43.792,44.222,226218,0.5667420571149435,0.5590753486423791,0.007666708472564454,0.017336865072960186,1,11,4.994686826119903,0.8269620416766009,1,10,4.977349961046943,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-06,44.268,45.2,44.166,45.065,1517404,0.6137182337453169,0.5700039256629666,0.04371430808235022,0.09700279170609169,1,12,5.0916896178259945,0.8269620416766009,1,11,4.994686826119903,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-07,45.18,45.339,44.805,45.246,480971,0.6579677369885459,0.5875966879280825,0.07037104906046343,0.1555298790179539,1,13,5.2472194968439485,0.8269620416766009,1,12,5.0916896178259945,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-08,45.276,45.464,44.686,45.306,304933,0.689924268167843,0.6080622039760346,0.08186206419180841,0.18068702642433324,1,14,5.427906523268282,0.8269620416766009,1,13,5.2472194968439485,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-09,45.315,46.601,44.82,46.301,1882181,0.786472271021502,0.6437442173851281,0.14272805363637386,0.3082612765088742,1,15,5.7361677997771565,0.8269620416766009,1,14,5.427906523268282,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-10,46.388,48.124,46.124,47.735,1889121,0.9675458086302484,0.7085045356341522,0.25904127299609625,0.5426652833269011,1,16,6.2788330831040575,0.8269620416766009,1,15,5.7361677997771565,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-13,47.695,48.256,47.657,48.095,136116,1.1271043260316276,0.7922244937136473,0.33487983231798024,0.6962882468405869,1,17,6.975121329944645,0.8269620416766009,1,16,6.2788330831040575,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-14,48.321,48.472,48.13,48.429,1959657,1.2659139413628395,0.8869623832434859,0.37895155811935366,0.7824889180436384,1,18,7.757610247988283,0.8269620416766009,1,17,6.975121329944645,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-15,48.458,49.931,47.847,49.53,592396,1.4480706036153421,0.9991840273178572,0.44888657629748496,0.9062923002170098,1,19,8.663902548205293,0.9062923002170098,1,18,7.757610247988283,0.8269620416766009,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-16,49.588,49.747,48.678,48.759,1683809,1.5127794346836652,1.101903108791019,0.4108763258926462,0.842667663185558,1,20,9.506570211390851,0.9062923002170098,1,19,8.663902548205293,0.9062923002170098,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-17,48.864,49.161,46.723,47.101,849082,1.4139754768632997,1.1643175824054752,0.2496578944578245,0.5300479702295589,1,21,10.03661818162041,0.9062923002170098,1,20,9.506570211390851,0.9062923002170098,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-20,46.902,47.519,46.529,47.207,1813771,1.328907128407316,1.1972354916058434,0.13167163680147254,0.2789239663640404,1,22,10.31554214798445,0.9062923002170098,1,21,10.03661818162041,0.9062923002170098,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-21,47.073,47.377,45.783,45.977,101112,1.1489942385525467,1.1875872409951842,-0.038593002442637525,-0.08393980129768694,-1,1,0.08393980129768694,0.08393980129768694,1,22,10.31554214798445,0.9062923002170098,False,True,False,False,False,False,False,False,True,True,False,1.0
2025-10-22,46.258,46.27,43.263,43.354,1306172,0.7857007295375098,1.1072099387036494,-0.32150920916613956,-0.7415906471516805,-1,2,0.8255304484493675,0.7415906471516805,-1,1,0.08393980129768694,0.08393980129768694,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-23,43.412,43.468,41.573,41.717,645690,0.3615283138757306,0.9580736137380657,-0.5965452998623351,-1.4299813022564782,-1,3,2.2555117507058458,1.4299813022564782,-1,2,0.8255304484493675,0.7415906471516805,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-24,41.669,41.939,40.156,40.325,1981005,-0.08596321764133563,0.7492662474621855,-0.8352294651035211,-2.0712447987688063,-1,4,4.326756549474652,2.0712447987688063,-1,3,2.2555117507058458,1.4299813022564782,False,False,False,False,False,False,False,False,True,True,False,1.0
2025-10-27,40.38,40.471,38.236,38.297,1245564,-0.5973601358653511,0.47994097079667825,-1.0773011066620293,-2.8130169638928098,-1,5,7.139773513367462,2.8130169638928098,-1,4,4.326756549474652,2.0712447987688063,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-10-28,38.223,38.301,35.917,36.122,1605190,-1.164723987626438,0.15100797911205502,-1.315731966738493,-3.6424671024264796,-1,6,10.782240615793942,3.6424671024264796,-1,5,7.139773513367462,2.8130169638928098,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-10-29,36.162,36.449,35.134,35.277,1269023,-1.6633740254720024,-0.21186842180475648,-1.451505603667246,-4.114594788863129,-1,7,14.896835404657072,4.114594788863129,-1,6,10.782240615793942,3.6424671024264796,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-10-30,35.183,35.279,35.158,35.201,154217,-2.041161103265857,-0.5777269580969766,-1.4634341451688804,-4.157365259989433,-1,8,19.054200664646505,4.157365259989433,-1,7,14.896835404657072,4.114594788863129,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-10-31,35.24,35.369,34.146,34.389,1256624,-2.3786619636084367,-0.9379139591992687,-1.440748004409168,-4.189560628134484,-1,9,23.243761292780988,4.189560628134484,-1,8,19.054200664646505,4.157365259989433,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-03,34.172,34.174,33.19,33.373,837986,-2.6970268887929834,-1.2897365451180116,-1.4072903436749717,-4.216852975983495,-1,10,27.460614268764484,4.216852975983495,-1,9,23.243761292780988,4.189560628134484,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-04,33.551,33.671,32.816,33.37,1336578,-2.9159620650624376,-1.614981649106897,-1.3009804159555407,-3.8986527298637728,-1,11,31.359266998628257,4.216852975983495,-1,10,27.460614268764484,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-05,33.301,33.881,33.206,33.784,432857,-3.021236495871129,-1.8962326184597433,-1.1250038774113857,-3.3299901652006447,-1,12,34.6892571638289,4.216852975983495,-1,11,31.359266998628257,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-06,33.57,33.639,33.137,33.608,1267495,-3.083326303531834,-2.1336513554741616,-0.9496749480576723,-2.8257407404715313,-1,13,37.51499790430043,4.216852975983495,-1,12,34.6892571638289,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-07,33.578,34.316,33.483,34.202,1654738,-3.049449927157376,-2.3168110698108046,-0.7326388573465712,-2.1420936124980154,-1,14,39.657091516798445,4.216852975983495,-1,13,37.51499790430043,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-10,34.151,35.641,34.111,35.303,165670,-2.90032798068556,-2.4335144519857557,-0.4668135286998045,-1.3223055510857564,-1,15,40.9793970678842,4.216852975983495,-1,14,39.657091516798445,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-11,35.324,35.705,35.137,35.522,878487,-2.7329722906499754,-2.4934060197185994,-0.23956627093137595,-0.674416617677428,-1,16,41.65381368556163,4.216852975983495,-1,15,40.9793970678842,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-12,35.359,35.394,35.189,35.295,1344088,-2.588816439019247,-2.512488103578729,-0.0763283354405182,-0.21625821062620257,-1,17,41.87007189618783,4.216852975983495,-1,16,41.65381368556163,4.216852975983495,False,False,True,False,False,False,False,False,True,True,False,1.0
2025-11-13,35.351,36.161,35.254,35.961,410558,-2.3932434334507917,-2.4886391695531414,0.09539573610234964,0.26527553767233847,1,1,0.26527553767233847,0.26527553767233847,-1,17,41.87007189618783,4.216852975983495,True,False,True,False,True,False,True,False,True,True,False,1.0
2025-11-14,36.482,36.794,36.369,36.5,1209215,-2.169746139248147,-2.4248605634921425,0.25511442424399533,0.6989436280657406,1,2,0.9642191657380791,0.6989436280657406,1,1,0.26527553767233847,0.26527553767233847,False,False,False,False,False,False,False,False,True,True,False,1.0004933940025218
2025-11-17,36.313,37.929,36.297,37.656,300886,-1.8776984456221655,-2.315428139918147,0.43772969429598163,1.1624434201614129,1,3,2.126662585899492,1.1624434201614129,1,2,0.9642191657380791,0.6989436280657406,False,False,False,False,False,False,False,False,True,True,False,1.032180253275588
2025-11-18,37.707,37.915,36.71,36.755,513726,-1.6993625210363135,-2.1922150161417804,0.4928524951054669,1.3409127876628129,1,4,3.4675753735623047,1.3409127876628129,1,3,2.126662585899492,1.1624434201614129,False,False,False,False,False,False,False,False,True,True,False,1.0074831423715807
2025-11-19,36.709,36.748,36.115,36.255,298056,-1.5801607280298882,-2.069804158519402,0.48964343048951386,1.3505542145621674,1,5,4.818129588124473,1.3505542145621674,1,4,3.4675753735623047,1.3409127876628129,False,False,False,True,False,False,False,False,True,True,False,0.993777753412642
2025-11-20,36.283,36.505,35.279,35.518,897101,-1.5275535029903224,-1.961354027413586,0.43380052442326367,1.221354030134759,1,6,6.039483618259231,1.3505542145621674,1,5,4.818129588124473,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9735760100871663
2025-11-21,35.26,35.31,34.006,34.034,1374976,-1.5873107653896383,-1.8865453750087968,0.2992346096191585,0.879222570427098,1,7,6.918706188686329,1.3505542145621674,1,6,6.039483618259231,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9328984156570364
2025-11-24,33.878,34.268,33.681,33.923,551583,-1.6248948226496154,-1.8342152645369605,0.2093204418873451,0.6170457857127762,1,8,7.535751974399105,1.3505542145621674,1,7,6.918706188686329,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9298558193081521
2025-11-25,33.985,34.125,33.853,34.095,1784030,-1.6221029037205454,-1.7917927923736776,0.16968988865313217,0.49769728304188937,1,9,8.033449257440994,1.3505542145621674,1,8,7.535751974399105,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9345704731100268
2025-11-26,34.09,34.35,33.252,33.351,1749194,-1.6607804270243207,-1.7655903193038063,0.10480989227948556,0.314263117386242,1,10,8.347712374827235,1.3505542145621674,1,9,8.033449257440994,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9141768543391261
2025-11-27,33.569,34.309,33.467,34.25,1420563,-1.6004419575099078,-1.7325606469450268,0.13211868943511895,0.3857479983507123,1,11,8.733460373177948,1.3505542145621674,1,10,8.347712374827235,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9388191436872979
2025-11-28,34.154,35.08,33.624,34.846,629714,-1.4873854135027713,-1.683525600256576,0.19614018675380462,0.562877193232522,1,12,9.29633756641047,1.3505542145621674,1,11,8.733460373177948,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9551559673263527
2025-12-01,34.87,35.493,34.816,35.439,1690285,-1.3345532446823327,-1.6137311291417273,0.2791778844593946,0.7877702092592755,1,13,10.084107775669745,1.3505542145621674,1,12,9.29633756641047,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.9714105586316539
2025-12-02,35.852,36.237,35.628,36.025,409511,-1.1528579187440187,-1.5215564870621858,0.36869856831816716,1.0234519592454328,1,14,11.107559734915178,1.3505542145621674,1,13,10.084107775669745,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,0.98747327449153
2025-12-03,35.915,37.416,35.493,37.245,416369,-0.9000441115986817,-1.3972540119694852,0.4972099003708035,1.334970869568542,1,15,12.44253060448372,1.3505542145621674,1,14,11.107559734915178,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,1.0209144235513403
2025-12-04,37.11,37.367,36.77,36.782,1613600,-0.7286481759537722,-1.2635328447663425,0.5348846688125704,1.4542022424353498,1,16,13.89673284691907,1.4542022424353498,1,15,12.44253060448372,1.3505542145621674,False,False,False,True,False,False,False,False,True,True,False,1.0082232333753631
2025-12-05,36.777,38.365,36.718,38.063,1488809,-0.4838718938849311,-1.1076006545900603,0.6237287607051292,1.6386747253372806,1,17,15.53540757225635,1.6386747253372806,1,16,13.89673284691907,1.4542022424353498,False,False,False,True,False,False,False,False,True,True,False,1.0433364398881642
2025-12-08,38.057,39.636,37.818,39.499,1546157,-0.1720286883451223,-0.9204862613410727,0.7484575729959504,1.8948772703003884,1,18,17.430284842556738,1.8948772703003884,1,17,15.53540757225635,1.6386747253372806,False,False,False,True,False,False,False,False,True,True,False,1.0826983169782358
2025-12-09,39.632,40.113,38.582,38.977,874774,0.03261232668857872,-0.7298665437351425,0.7624788704237212,1.9562276994733336,1,19,19.386512542030072,1.9562276994733336,1,18,17.430284842556738,1.8948772703003884,False,False,False,True,False,False,False,False,True,True,False,1.0683898909051037
2025-12-10,38.997,40.5,38.924,40.31,1719128,0.2989081381629717,-0.5241116073555196,0.8230197455184913,2.0417259873939253,1,20,21.428238529423997,2.0417259873939253,1,19,19.386512542030072,1.9562276994733336,False,False,False,True,False,False,False,False,True,True,False,1.1049284578696343
2025-12-11,40.188,41.485,40.101,41.102,655403,0.5673175843248117,-0.30582576901945335,0.8731433533442651,2.1243330089637125,1,21,23.55257153838771,2.1243330089637125,1,20,21.428238529423997,2.0417259873939253,False,False,False,True,False,False,False,False,True,True,False,1.1266377939805932
2025-12-12,41.137,42.971,41.115,42.768,1386987,0.9040450126929187,-0.06385161267697895,0.9678966253698976,2.2631327753691957,1,22,25.815704313756907,2.2631327753691957,1,21,23.55257153838771,2.1243330089637125,False,False,False,True,False,False,False,False,True,True,False,1.1723041499917768
2025-12-15,43.219,43.475,42.85,43.162,857615,1.188990490614458,0.18671680798130844,1.0022736826331495,2.3221205751196643,1,23,28.137824888876573,2.3221205751196643,1,22,25.815704313756907,2.2631327753691957,False,False,False,True,False,False,False,False,True,True,False,1.1831039964914205
2025-12-16,43.382,44.232,43.091,43.76,891996,1.4463923266998293,0.4386519117250126,1.0077404149748168,2.30288029016183,1,24,30.440705179038403,2.3221205751196643,1,23,28.137824888876573,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.199495641686311
2025-12-17,43.273,44.55,43.207,44.483,1024141,1.6892525421319675,0.6887720378064036,1.000480504325564,2.249130014444988,1,25,32.68983519348339,2.3221205751196643,1,24,30.440705179038403,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.2193136341209363
2025-12-18,44.458,44.901,43.326,43.778,1003477,1.80403758223256,0.911825146691635,0.8922124355409251,2.0380383652540663,1,26,34.72787355873746,2.3221205751196643,1,25,32.68983519348339,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.1999890356888328
2025-12-19,43.624,44.393,43.587,44.265,1310436,1.9122590514597206,1.111911927645252,0.8003471238144686,1.8080811562509174,1,27,36.53595471498837,2.3221205751196643,1,26,34.72787355873746,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.2133380845348392
2025-12-22,44.375,44.851,43.403,43.857,1154869,1.9427088173617975,1.2780713055885613,0.6646375117732362,1.5154650609326588,1,28,38.05141977592103,2.3221205751196643,1,27,36.53595471498837,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.2021544871443453
2025-12-23,43.827,44.548,43.563,43.855,1733724,1.9442667955772492,1.4113104035862991,0.5329563919909501,1.2152693922949498,1,29,39.26668916821598,2.3221205751196643,1,28,38.05141977592103,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.2020996655885094
2025-12-24,44.194,44.299,42.759,42.765,1232395,1.8363789802693873,1.4963241189229168,0.34005486134647045,0.795170960707285,1,30,40.06186012892327,2.3221205751196643,1,29,39.26668916821598,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.172221917658023
2025-12-25,42.924,43.73,42.688,43.138,1990516,1.7606790796120038,1.5491951110607343,0.2114839685512695,0.490249822781004,1,31,40.552109951704274,2.3221205751196643,1,30,40.06186012892327,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.1824461378213913
2025-12-26,43.292,43.446,42.771,43.049,1895878,1.6742056066797417,1.5741972101845358,0.10000839649520588,0.2323129375716181,1,32,40.784422889275895,2.3221205751196643,1,31,40.552109951704274,2.3221205751196643,False,False,False,True,False,False,False,False,True,True,False,1.1800065785867002
2025-12-29,43.081,43.296,41.9,42.271,1848225,1.525313790488589,1.5644205262453466,-0.039106735756757605,-0.09251433785989828,-1,1,0.09251433785989828,0.09251433785989828,1,32,40.784422889275895,2.3221205751196643,False,True,False,True,False,True,False,True,True,True,False,1.1586809933665918
2025-12-30,42.265,42.372,42.196,42.344,604284,1.3971015266295623,1.53095672632219,-0.1338551996926276,-0.3161137343959654,-1,2,0.4086280722558637,0.3161137343959654,-1,1,0.09251433785989828,0.09251433785989828,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2025-12-31,42.402,43.215,42.258,43.132,1726603,1.3435893366929506,1.4934832483963423,-0.14989391170339172,-0.34752367546923796,-1,3,0.7561517477251016,0.34752367546923796,-1,2,0.4086280722558637,0.3161137343959654,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-01,43.355,44.764,42.973,44.599,1559995,1.4033779133899742,1.4754621813950686,-0.07208426800509438,-0.16162754322988046,-1,4,0.9177792909549821,0.34752367546923796,-1,3,0.7561517477251016,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-02,44.694,45.135,42.732,42.971,1390963,1.3043589587977351,1.441241536875602,-0.13688257807786686,-0.3185464105509922,-1,5,1.2363257015059743,0.34752367546923796,-1,4,0.9177792909549821,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-05,42.911,44.161,42.849,43.836,132154,1.2809183652135303,1.4091769025431877,-0.12825853732965742,-0.29258722814503474,-1,6,1.5289129296510091,0.34752367546923796,-1,5,1.2363257015059743,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-06,44.06,44.566,44.037,44.416,1274738,1.2942236737704746,1.3861862567886452,-0.09196258301817051,-0.2070483227174228,-1,7,1.735961252368432,0.34752367546923796,-1,6,1.5289129296510091,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-07,44.45,44.611,44.437,44.519,461448,1.298115597297766,1.3685721248904694,-0.07045652759270338,-0.15826170307667148,-1,8,1.8942229554451036,0.34752367546923796,-1,7,1.735961252368432,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-08,44.505,44.886,43.449,43.751,489326,1.2251065277274407,1.3398790054578638,-0.1147724777304231,-0.26233109581591985,-1,9,2.1565540512610233,0.34752367546923796,-1,8,1.8942229554451036,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-09,43.612,45.591,43.443,45.154,1894334,1.2658645897139138,1.325076122309074,-0.0592115325951601,-0.13113241926553593,-1,10,2.2876864705265594,0.34752367546923796,-1,9,2.1565540512610233,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-12,45.051,45.578,43.863,44.003,1121742,1.191554073153867,1.2983717124780325,-0.10681763932416555,-0.24275081090872336,-1,11,2.5304372814352827,0.34752367546923796,-1,10,2.2876864705265594,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-13,43.891,44.766,43.869,44.511,577050,1.1602788356990814,1.2707531371222422,-0.11047430142316084,-0.24819550543272637,-1,12,2.778632786868009,0.34752367546923796,-1,11,2.5304372814352827,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-14,44.014,46.067,43.948,45.591,1182728,1.20870673985047,1.2583438576678878,-0.04963711781741775,-0.10887481699769197,-1,13,2.887507603865701,0.34752367546923796,-1,12,2.778632786868009,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-15,45.777,45.792,43.567,43.633,1071004,1.0766806620220635,1.222011218538723,-0.1453305565166596,-0.3330748665383072,-1,14,3.220582470404008,0.34752367546923796,-1,13,2.887507603865701,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-16,43.732,43.774,42.242,42.792,637471,0.8938832430736312,1.1563856234457048,-0.26250238037207363,-0.6134379799310002,-1,15,3.834020450335008,0.6134379799310002,-1,14,3.220582470404008,0.34752367546923796,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-19,42.756,43.141,40.739,40.897,1841323,0.5893110972527964,1.042970718207123,-0.45365962095432666,-1.1092735920833476,-1,16,4.943294042418356,1.1092735920833476,-1,15,3.834020450335008,0.6134379799310002,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-20,41.068,41.124,40.262,40.326,1675435,0.2984205431509679,0.894060683195892,-0.5956401400449242,-1.477062292429014,-1,17,6.420356334847369,1.477062292429014,-1,16,4.943294042418356,1.1092735920833476,False,False,False,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-21,40.396,40.89,40.327,40.811,1343685,0.10580349314923865,0.7364092451865614,-0.6306057520373227,-1.5451857392304102,-1,18,7.96554207407778,1.5451857392304102,-1,17,6.420356334847369,1.477062292429014,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-22,40.872,42.121,40.72,41.741,1702241,0.027874995362715538,0.5947023952217922,-0.5668273998590767,-1.3579631533961254,-1,19,9.323505227473905,1.5451857392304102,-1,18,7.96554207407778,1.5451857392304102,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-23,41.328,41.648,39.189,39.298,1028068,-0.22838095014368065,0.43008572614869767,-0.6584666762923783,-1.6755729968252284,-1,20,10.999078224299133,1.6755729968252284,-1,19,9.323505227473905,1.5451857392304102,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-26,39.261,39.472,37.974,38.073,1756661,-0.5242694436299615,0.23921469219296582,-0.7634841358229274,-2.0053164600187205,-1,21,13.004394684317854,2.0053164600187205,-1,20,10.999078224299133,1.6755729968252284,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-27,38.154,38.475,37.845,38.072,1433463,-0.7501961044111809,0.04133253287213645,-0.7915286372833173,-2.079030881706549,-1,22,15.083425566024403,2.079030881706549,-1,21,13.004394684317854,2.0053164600187205,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-28,38.317,39.355,37.973,38.988,1308854,-0.8455837035484706,-0.13605071441198496,-0.7095329891364857,-1.8198753183966492,-1,23,16.90330088442105,2.079030881706549,-1,22,15.083425566024403,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-29,39.275,39.54,39.124,39.129,1958901,-0.8994334327466547,-0.2887272580789189,-0.6107061746677358,-1.5607507850129976,-1,24,18.46405166943405,2.079030881706549,-1,23,16.90330088442105,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-01-30,39.352,39.571,38.211,38.493,141281,-0.9821084806056746,-0.42740350258427007,-0.5547049780214045,-1.4410541605523197,-1,25,19.90510582998637,2.079030881706549,-1,24,18.46405166943405,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-02-02,38.314,39.003,38.258,38.968,1888282,-0.9977985211720792,-0.5414825063018319,-0.4563160148702473,-1.171001885830033,-1,26,21.076107715816402,2.079030881706549,-1,25,19.90510582998637,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-02-03,38.626,39.637,38.354,39.383,893173,-0.9656149515739898,-0.6263089953562635,-0.3393059562177263,-0.8615543666498903,-1,27,21.937662082466293,2.079030881706549,-1,26,21.076107715816402,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-02-04,39.473,39.86,39.249,39.816,444393,-0.8948544346344818,-0.6800180832119072,-0.21483635142257462,-0.5395729139606555,-1,28,22.477234996426947,2.079030881706549,-1,27,21.937662082466293,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
2026-02-05,39.821,40.227,39.809,39.92,239715,-0.8209212155549892,-0.7081987096805237,-0.11272250587446553,-0.28237100669956294,-1,29,22.75960600312651,2.079030881706549,-1,28,22.477234996426947,2.079030881706549,False,False,True,False,False,False,False,False,True,True,False,1.1579165286990847
