entry_time,exit_time,entry,exit,ret,pnl,equity_after,bars,reason
2026-09-04 14:30:00,2026-09-04 15:13:00,43.093,42.689,-0.009975072517578298,-950.8359755157758,94370.37335305713,43,MACD_SELL
2026-09-04 15:58:00,2026-09-07 09:44:00,43.062,43.344,0.005948697227253708,561.3807783002283,94931.75413135737,16,MACD_SELL
2026-09-07 10:25:00,2026-09-07 11:07:00,42.516,43.622,0.025413736005268573,2412.5705380113804,97344.32466936875,42,MACD_SELL
2026-09-07 11:26:00,2026-09-07 13:31:00,43.561,43.889,0.006929671036018426,674.5641471820986,98018.88881655085,65,MACD_SELL
2026-09-07 13:52:00,2026-09-07 14:35:00,43.222,43.586,0.007821637129239601,766.6681801343425,98785.5569966852,43,MACD_SELL
2026-09-07 14:49:00,2026-09-07 15:32:00,43.653,42.38,-0.029761798730900412,-2940.0358648552356,95845.52113182996,43,MACD_SELL
2026-09-08 10:40:00,2026-09-08 11:07:00,43.437,43.822,0.008263411377397323,792.0109697933392,96637.5321016233,27,MACD_SELL
2026-09-08 13:08:00,2026-09-08 14:07:00,43.879,44.565,0.015033902322295335,1452.8392182834846,98090.3713199068,59,MACD_SELL
2026-09-08 14:31:00,2026-09-08 15:32:00,44.504,44.042,-0.010981089340283922,-1077.1391308855202,97013.23218902126,61,MACD_SELL
2026-09-09 09:45:00,2026-09-09 09:59:00,44.897,45.057,0.0029637124974943203,287.5193286609206,97300.75151768219,14,MACD_SELL
2026-09-09 10:20:00,2026-09-09 10:29:00,44.32,44.079,-0.006037725631768919,-587.4752414286883,96713.27627625348,9,MACD_SELL
2026-09-09 10:43:00,2026-09-09 11:04:00,43.677,44.524,0.018792357533713378,1817.4704660401555,98530.74674229365,21,MACD_SELL
2026-09-09 11:50:00,2026-09-09 13:02:00,44.012,43.748,-0.0065983640825229666,-650.1417403285172,97880.60500196513,12,MACD_SELL
2026-09-09 13:48:00,2026-09-09 15:02:00,44.723,44.542,-0.004647134583994749,-454.8643446069616,97425.74065735817,74,MACD_SELL
2026-09-09 15:24:00,2026-09-10 10:01:00,44.636,45.189,0.011789102966215537,1148.562088169407,98574.30274552759,67,MACD_SELL
2026-09-10 10:30:00,2026-09-10 10:53:00,43.971,43.942,-0.0012595255964156886,-124.15685745682127,98450.14588807075,23,MACD_SELL
2026-09-10 11:59:00,2026-09-10 13:59:00,44.494,45.33,0.01818905020901689,1790.7146466431566,100240.86053471391,60,MACD_SELL
2026-09-10 14:27:00,2026-09-10 15:27:00,44.899,44.966,0.0008922381344795177,89.43871840211465,100330.29925311603,60,MACD_SELL
2026-09-10 15:52:00,2026-09-11 10:11:00,45.144,44.56,-0.013536381357433912,-1358.1091923956453,98972.19006072037,49,MACD_SELL
2026-09-11 10:32:00,2026-09-11 10:52:00,43.595,43.565,-0.0012881523110449093,-127.49125535589295,98844.69880536447,20,MACD_SELL
2026-09-11 11:40:00,2026-09-11 13:30:00,44.632,44.097,-0.012586915217780836,-1244.1498435902054,97600.54896177429,50,MACD_SELL
2026-09-11 14:15:00,2026-09-11 15:04:00,44.695,44.226,-0.01109334377447142,-1082.7164422100916,96517.83251956418,49,MACD_SELL
2026-09-11 15:50:00,2026-09-14 09:56:00,44.17,45.307,0.025141453475209397,2426.598595818675,98944.43111538285,36,MACD_SELL
2026-09-14 10:37:00,2026-09-14 10:56:00,44.024,44.021,-0.0006681446483735692,-66.10919213611032,98878.32192324675,19,MACD_SELL
2026-09-14 11:34:00,2026-09-14 13:12:00,45.008,44.054,-0.021796231781016705,-2155.1748227570715,96723.14710048967,38,MACD_SELL
2026-09-14 14:24:00,2026-09-14 15:05:00,44.396,44.505,0.0018551761419948638,179.43847487948813,96902.58557536917,41,MACD_SELL
2026-09-14 15:47:00,2026-09-15 10:03:00,44.989,44.031,-0.02189409411189398,-2121.5943282729922,94780.99124709616,46,MACD_SELL
2026-09-15 10:18:00,2026-09-15 10:59:00,43.774,43.289,-0.011679636313793606,-1107.0075072269383,93673.98373986922,41,MACD_SELL
2026-09-15 11:41:00,2026-09-15 13:18:00,44.426,43.214,-0.02788132174852571,-2611.7544801174595,91062.22925975175,37,MACD_SELL
2026-09-15 14:27:00,2026-09-15 15:11:00,43.81,43.526,-0.007082538233280044,-644.9517203399045,90417.27753941184,44,MACD_SELL
2026-09-15 15:48:00,2026-09-16 09:52:00,44.415,44.043,-0.008975548801080712,-811.5446870158501,89605.732852396,34,MACD_SELL
2026-09-16 10:40:00,2026-09-16 11:07:00,43.156,44.063,0.020416776346278743,1829.4602069917705,91435.19305938776,27,MACD_SELL
2026-09-16 13:02:00,2026-09-16 13:23:00,43.629,43.638,-0.0003937151894382701,-35.99942435670165,91399.19363503106,21,MACD_SELL
2026-09-16 14:23:00,2026-09-16 15:14:00,43.885,44.306,0.008993255098553133,821.9762641618881,92221.16989919294,51,MACD_SELL
2026-09-16 15:34:00,2026-09-17 10:14:00,44.345,43.064,-0.02948713496448303,-2719.3380834000227,89501.83181579293,70,MACD_SELL
2026-09-17 10:38:00,2026-09-17 11:34:00,41.883,43.239,0.03177590430484904,2844.0016428873296,92345.83345868027,56,MACD_SELL
2026-09-17 13:04:00,2026-09-17 13:20:00,42.146,41.97,-0.004775959758933256,-441.03998450380925,91904.79347417645,16,MACD_SELL
2026-09-17 14:26:00,2026-09-17 15:25:00,42.701,42.618,-0.002543748389967359,-233.782670430219,91671.01080374623,59,MACD_SELL
2026-09-18 10:30:00,2026-09-18 11:21:00,42.998,43.399,0.00872601516349596,799.9226303264916,92470.93343407274,51,MACD_SELL
2026-09-18 13:15:00,2026-09-18 14:07:00,43.115,43.714,0.01329307665545636,1229.2232065407313,93700.15664061348,52,MACD_SELL
2026-09-18 14:59:00,2026-09-18 15:12:00,43.325,43.15,-0.0046392383150607,-434.69735681432337,93265.45928379915,13,MACD_SELL
2026-09-18 15:25:00,2026-09-18 15:49:00,42.939,43.905,0.021897030671417617,2042.236622521201,95307.69590632035,24,MACD_SELL
